velocity_data_x,velocity_data_y,velocity_data_z,acceleration_data_x,acceleration_data_y,acceleration_data_z,euler_data_x,euler_data_y,euler_data_z,angular_rate_data_x,angular_rate_data_y,angular_rate_data_z,rc_with_flag_data_roll,rc_with_flag_data_pitch,rc_with_flag_data_yaw,rc_with_flag_data_throttle,position_vo_x,position_vo_y,position_vo_z,altitude_fusioned,altitude_barometer,height_homepoint,height_fusion,gps_fused_latitude,gps_fused_longitude,gps_fused_altitude,gps_longitude,gps_latitude,gps_altitude,velocity_x,velocity_y,velocity_z,status_displaymode,status_flight,rtk_connect_status_rtkConnected
0.005646,0.008915,-0.022601,0.011491,0.026832,-0.017451,0.010772,-0.011162,2.029338,0.000011,-0.002906,0.000050,0.000000,0.000000,0.000000,0.000000,0.001093,0.001533,-17.236813,17.404318,17.439310,0.000000,0.213779,0.000000,0.000000,17.547646,0,0,0,0.000000,0.000000,0.000000,1,0,1
0.005471,0.008891,-0.022489,0.015124,0.028142,-0.019065,0.010758,-0.011163,2.029356,-0.001585,-0.001012,0.001850,0.000000,0.000000,0.000000,0.000000,0.001060,0.001497,-17.236849,17.404411,17.333618,17.404318,0.213093,0.000000,0.000000,17.545004,0,0,0,0.000000,0.000000,0.000000,1,0,1
0.005224,0.008768,-0.022443,0.014905,0.025685,-0.017059,0.010761,-0.011164,2.029350,-0.000170,-0.000026,0.000457,0.000000,0.000000,0.000000,0.000000,0.001006,0.001505,-17.237141,17.404249,17.468376,17.404318,0.215971,0.000000,0.000000,17.333618,0,0,0,0.000000,0.000000,0.000000,1,0,1
0.005224,0.008768,-0.022443,0.014905,0.025685,-0.017059,0.010761,-0.011164,2.029350,-0.000170,-0.000026,0.000457,0.000000,0.000000,0.000000,0.000000,0.001006,0.001505,-17.237141,17.404249,17.468376,17.404318,0.215971,0.000000,0.000000,17.333618,0,0,0,0.000000,0.000000,0.000000,1,0,1
0.005500,0.008927,-0.022502,0.017725,0.026545,-0.030605,0.010762,-0.011172,2.029361,-0.000744,-0.001499,0.000409,0.000000,0.000000,0.000000,0.000000,0.000934,0.001475,-17.236979,17.404545,17.690331,17.404318,0.215727,0.000000,0.000000,17.468376,0,0,0,0.000000,0.000000,0.000000,1,0,1
0.005393,0.009198,-0.022298,0.017436,0.027756,-0.015806,0.010784,-0.011159,2.029360,-0.000450,-0.001688,-0.001642,0.000000,0.000000,0.000000,0.000000,0.000938,0.001552,-17.237118,17.404594,17.367968,17.404318,0.211581,0.000000,0.000000,17.449881,0,0,0,0.000000,0.000000,0.000000,1,0,1
0.004997,0.009401,-0.022255,0.012603,0.028209,-0.016115,0.010788,-0.011167,2.029355,-0.000479,-0.001105,0.000557,0.000000,0.000000,0.000000,0.000000,0.000927,0.001582,-17.237324,17.404423,17.531792,17.404318,0.211179,0.000000,0.000000,17.367968,0,0,0,0.000000,0.000000,0.000000,1,0,1
0.005120,0.009196,-0.022148,0.014797,0.025162,-0.017938,0.010775,-0.011170,2.029347,-0.000970,-0.002001,0.000996,0.000000,0.000000,0.000000,0.000000,0.000890,0.001636,-17.237152,17.404266,17.341545,17.404318,0.210132,0.000000,0.000000,17.531792,0,0,0,0.000000,0.000000,0.000000,1,0,1
0.005286,0.008876,-0.021992,0.018022,0.020880,-0.018606,0.010760,-0.011178,2.029374,-0.000973,-0.001949,0.000484,0.000000,0.000000,0.000000,0.000000,0.000850,0.001581,-17.236996,17.404510,17.550287,17.404318,0.209691,0.000000,0.000000,17.341545,0,0,0,0.000000,0.000000,0.000000,1,0,1
0.005378,0.009066,-0.022031,0.019533,0.024193,-0.018695,0.010744,-0.011177,2.029389,-0.000384,-0.001025,0.001685,0.000000,0.000000,0.000000,0.000000,0.000886,0.001573,-17.237240,17.404308,17.529150,17.404318,0.208917,0.000000,0.000000,17.550287,0,0,0,0.000000,0.000000,0.000000,1,0,1
