velocity_data_x,velocity_data_y,velocity_data_z,acceleration_data_x,acceleration_data_y,acceleration_data_z,euler_data_r,euler_data_p,euler_data_y,angular_rate_data_vr,angular_rate_data_vp,angular_rate_data_vy,rc_with_flag_data_roll,rc_with_flag_data_pitch,rc_with_flag_data_yaw,rc_with_flag_data_throttle,position_vo_x,position_vo_y,position_vo_z,altitude_fusioned,altitude_barometer,height_homepoint,height_fusion,gps_fused_latitude,gps_fused_longitude,gps_fused_altitude,gps_longitude,gps_latitude,gps_altitude,velocity_x,velocity_y,velocity_z,status_displaymode,status_flight,rtk_connect_status_rtkConnected
0.005296,-0.000450,0.000005,0.016603,-0.000668,-0.000232,0.003560,-0.007427,-0.609021,-0.001022,0.003533,0.000270,0.000000,0.000000,0.000000,0.000000,0.000833,0.000837,-16.698353,16.771366,31.181105,0.000000,0.233943,0.000000,-0.000000,31.360781,0,0,0,0.000000,14105231360.000000,0.000000,1,0,1
0.005455,-0.000234,0.000248,0.014548,0.000414,0.002395,0.003542,-0.007422,-0.609017,0.000468,-0.000202,-0.001718,0.000000,0.000000,0.000000,0.000000,0.000887,0.000929,-16.698414,16.771357,31.175819,16.771366,0.234795,0.000000,-0.000000,31.178461,1136788597,493390049,12261792,0.000000,0.000000,0.000000,1,0,1
0.005320,0.000071,0.000684,0.014424,0.001572,0.003943,0.003521,-0.007421,-0.609002,-0.001365,-0.001916,0.000030,0.000000,0.000000,0.000000,0.000000,0.000836,0.000958,-16.698235,16.771271,31.181105,16.771366,0.234733,0.000000,0.000000,30.996141,1136788597,493390049,12261792,0.000000,0.000000,0.000000,1,0,1
0.005124,-0.000394,0.000653,0.013983,-0.003642,0.002410,0.003534,-0.007445,-0.608992,0.001235,0.001348,-0.000836,0.000000,0.000000,0.000000,0.000000,0.000840,0.000934,-16.698309,16.771326,31.183746,16.771366,0.235116,0.000000,-0.000000,31.035776,1136788597,493390049,12261792,0.000000,0.000000,0.000000,1,0,1
0.005047,0.000028,0.000731,0.014118,0.000022,0.000741,0.003524,-0.007446,-0.608961,0.000362,0.000815,0.000415,0.000000,0.000000,0.000000,0.000000,0.000776,0.000958,-16.698439,16.771435,31.159966,16.771366,0.234384,0.000000,0.000000,31.363424,1136788597,493390049,12261792,0.000000,0.000000,0.000000,1,0,1
0.005605,-0.000053,0.000748,0.016958,-0.001773,0.007556,0.003559,-0.007428,-0.608960,-0.000141,-0.000450,-0.001780,0.000000,0.000000,0.000000,0.000000,0.000822,0.001042,-16.698479,16.771435,31.210169,16.771366,0.234763,0.000000,-0.000000,31.046345,1136788597,493390049,12261792,0.000000,0.000000,0.000000,1,0,1
0.005292,0.000076,0.000859,0.010105,-0.000361,0.007057,0.003569,-0.007418,-0.608955,-0.000409,-0.000698,0.000657,0.000000,0.000000,0.000000,0.000000,0.000881,0.000955,-16.698315,16.771324,31.231308,16.771366,0.234748,0.000000,0.000000,31.263016,1136788597,493390049,12261792,0.000000,0.000000,0.000000,1,0,1
0.005362,0.000458,0.000996,0.015681,0.003971,-0.003506,0.003584,-0.007413,-0.608961,0.002314,-0.001446,-0.000728,0.000000,0.000000,0.000000,0.000000,0.000875,0.001038,-16.698330,16.771336,31.152039,16.771366,0.235771,0.000000,0.000000,31.104477,1136788597,493390049,12261792,0.000000,0.000000,0.000000,1,0,1
0.005305,0.000403,0.000682,0.017207,0.000107,0.008196,0.003613,-0.007436,-0.608932,0.000353,0.000258,0.000175,0.000000,0.000000,0.000000,0.000000,0.000824,0.001017,-16.698383,16.771395,31.167892,16.771366,0.234038,0.000000,0.000000,31.186388,1136788597,493390049,12261792,0.000000,0.000000,0.000000,1,0,1
0.005218,0.000485,0.000706,0.014946,0.001350,0.003534,0.003609,-0.007453,-0.608938,0.000056,0.000065,0.000913,0.000000,0.000000,0.000000,0.000000,0.000782,0.001034,-16.698431,16.771378,31.152039,16.771366,0.233610,0.000000,0.000000,31.120331,1136788597,493390049,12261792,0.000000,0.000000,0.000000,1,0,1
