velocity_data_x,velocity_data_y,velocity_data_z,acceleration_data_x,acceleration_data_y,acceleration_data_z,euler_data_r,euler_data_p,euler_data_y,angular_rate_data_vr,angular_rate_data_vp,angular_rate_data_vy,rc_with_flag_data_roll,rc_with_flag_data_pitch,rc_with_flag_data_yaw,rc_with_flag_data_throttle,position_vo_x,position_vo_y,position_vo_z,altitude_fusioned,altitude_barometer,height_homepoint,height_fusion,gps_fused_latitude,gps_fused_longitude,gps_fused_altitude,gps_longitude,gps_latitude,gps_altitude,velocity_x,velocity_y,velocity_z,status_displaymode,status_flight,rtk_connect_status_rtkConnected
0.004258,-0.000805,0.001031,0.010445,-0.001065,-0.002904,0.003498,-0.007968,-0.617924,-0.000915,0.001168,-0.000245,0.000000,0.000000,0.000000,0.000000,0.000754,0.000720,-16.696798,16.769745,28.647120,16.769739,0.232494,0.000000,-0.000000,28.507076,1030044334,490677733,12161526,0.000000,0.000000,0.000000,1,0,1
0.004329,-0.000733,0.000905,0.013273,-0.004841,-0.002093,0.003518,-0.007960,-0.617922,0.000919,0.000056,0.000151,0.000000,0.000000,0.000000,0.000000,0.000642,0.000883,-16.696720,16.769672,28.501791,16.769739,0.232106,0.000000,-0.000000,28.586346,1030044334,490677733,12161526,0.000000,0.000000,0.000000,1,0,1
0.004327,-0.000939,0.000913,0.012277,-0.004066,0.003668,0.003504,-0.007959,-0.617932,0.000606,-0.000037,-0.002761,0.000000,0.000000,0.000000,0.000000,0.000604,0.000855,-16.696613,16.769606,28.623339,16.769739,0.231979,0.000000,-0.000000,28.525572,1030044334,490677733,12161526,0.000000,0.000000,0.000000,1,0,1
0.004231,-0.001214,0.000783,0.009910,-0.004589,0.007775,0.003506,-0.007954,-0.617947,0.000165,-0.000199,0.000388,0.000000,0.000000,0.000000,0.000000,0.000714,0.000798,-16.696468,16.769472,28.541426,16.769739,0.232943,0.000000,-0.000000,28.522930,1030044334,490677733,12161526,0.000000,0.000000,0.000000,1,0,1
0.004425,-0.001462,0.000038,0.013786,-0.002740,-0.001103,0.003519,-0.007948,-0.617972,0.000013,-0.000943,0.000582,0.000000,0.000000,0.000000,0.000000,0.000712,0.000694,-16.696457,16.769440,28.374960,16.769739,0.232554,0.000000,-0.000000,28.599558,1030044334,490677733,12161526,0.000000,0.000000,0.000000,1,0,1
0.003546,-0.001397,0.000208,0.004757,-0.001400,-0.001410,0.003530,-0.007959,-0.617954,0.000393,-0.000235,0.001265,0.000000,0.000000,0.000000,0.000000,0.000623,0.000662,-16.696428,16.769449,28.401384,16.769739,0.232362,0.000000,-0.000000,28.433092,1030044334,490677733,12161526,0.000000,0.000000,0.000000,1,0,1
0.003698,-0.000870,0.000042,0.011661,0.001626,-0.003651,0.003555,-0.007988,-0.617926,0.000183,-0.000385,0.001578,0.000000,0.000000,0.000000,0.000000,0.000540,0.000742,-16.696384,16.769352,28.594273,16.769739,0.232294,0.000000,-0.000000,28.578419,1030044334,490677733,12161526,0.000000,0.000000,0.000000,1,0,1
0.003787,-0.000519,-0.000067,0.011968,-0.004285,-0.001657,0.003576,-0.007998,-0.617903,-0.000076,0.000374,-0.000503,0.000000,0.000000,0.000000,0.000000,0.000605,0.000828,-16.696264,16.769260,28.411953,16.769739,0.232272,0.000000,-0.000000,28.520288,1030044334,490677733,12161526,0.000000,0.000000,0.000000,1,0,1
0.003578,-0.000631,-0.000044,0.010256,-0.002136,-0.001922,0.003595,-0.008009,-0.617869,0.001829,0.002322,0.000775,0.000000,0.000000,0.000000,0.000000,0.000491,0.000895,-16.696407,16.769405,28.575777,16.769739,0.232279,0.000000,-0.000000,28.520288,1030044334,490677733,12161526,0.000000,0.000000,0.000000,1,0,1
0.004229,-0.000634,0.000082,0.013695,-0.000478,-0.008035,0.003600,-0.008016,-0.617869,-0.001231,0.001897,-0.000589,0.000000,0.000000,0.000000,0.000000,0.000604,0.000901,-16.696383,16.769388,28.517645,16.769739,0.232287,0.000000,-0.000000,28.480654,1030044334,490677733,12161526,0.000000,0.000000,0.000000,1,0,1
