velocity_data_x,velocity_data_y,velocity_data_z,acceleration_data_x,acceleration_data_y,acceleration_data_z,euler_data_r,euler_data_p,euler_data_y,angular_rate_data_vr,angular_rate_data_vp,angular_rate_data_vy,rc_with_flag_data_roll,rc_with_flag_data_pitch,rc_with_flag_data_yaw,rc_with_flag_data_throttle,position_vo_x,position_vo_y,position_vo_z,altitude_fusioned,altitude_barometer,height_homepoint,height_fusion,gps_fused_latitude,gps_fused_longitude,gps_fused_altitude,gps_longitude,gps_latitude,gps_altitude,velocity_x,velocity_y,velocity_z,status_displaymode,status_flight,rtk_connect_status_rtkConnected
0.002508,-0.000335,0.000862,0.007478,-0.000744,0.003423,0.004075,-0.007980,-0.609329,-0.001395,-0.000262,-0.000694,0.000000,0.000000,0.000000,0.000000,0.000408,0.000960,-16.694376,16.767433,26.195047,0.000000,0.228538,0.000000,-0.000000,26.282244,0,0,0,0.000000,14105231360.000000,0.000000,1,0,1
0.002331,-0.000185,0.000393,0.006703,0.002803,0.000595,0.004072,-0.007978,-0.609336,0.001982,-0.000621,-0.000638,0.000000,0.000000,0.000000,0.000000,0.000326,0.000884,-16.694418,16.767370,26.147484,16.767433,0.227713,0.000000,-0.000000,26.282244,1172369426,530177565,13604481,0.000000,0.000000,0.000000,1,0,1
0.002384,-0.000228,0.000506,0.007104,0.002061,0.002770,0.004074,-0.007973,-0.609362,0.000864,-0.000794,0.000356,0.000000,0.000000,0.000000,0.000000,0.000364,0.000848,-16.694288,16.767286,26.535906,16.767433,0.228194,0.000000,-0.000000,26.110493,1172369426,530177565,13604481,0.000000,0.000000,0.000000,1,0,1
0.002802,0.000426,0.000475,0.009684,0.000748,0.008255,0.004037,-0.007969,-0.609365,0.000622,-0.000121,-0.002428,0.000000,0.000000,0.000000,0.000000,0.000349,0.000967,-16.694221,16.767216,26.353586,16.767433,0.228468,0.000000,0.000000,26.348301,1172369426,530177565,13604481,0.000000,0.000000,0.000000,1,0,1
0.003050,0.000740,0.000055,0.008878,0.001730,-0.005062,0.004031,-0.007986,-0.609374,-0.001050,0.000059,0.000112,0.000000,0.000000,0.000000,0.000000,0.000393,0.001057,-16.694057,16.767073,26.356228,16.767433,0.234007,0.000000,0.000000,26.369440,1172369426,530177565,13604481,0.000000,0.000000,0.000000,1,0,1
0.002985,0.000343,-0.000033,0.005310,-0.006001,-0.000303,0.004007,-0.007959,-0.609375,0.000105,0.001515,-0.001271,0.000000,0.000000,0.000000,0.000000,0.000480,0.001103,-16.694164,16.767157,26.382650,16.767433,0.229930,0.000000,0.000000,26.467205,1172369426,530177565,13604481,0.000000,0.000000,0.000000,1,0,1
0.003050,-0.000288,-0.000196,0.009085,-0.001325,0.009208,0.004023,-0.007962,-0.609386,0.000104,0.001776,-0.001868,0.000000,0.000000,0.000000,0.000000,0.000503,0.001042,-16.694103,16.767088,26.345659,16.767433,0.228940,0.000000,-0.000000,26.121061,1172369426,530177565,13604481,0.000000,0.000000,0.000000,1,0,1
0.002643,-0.000078,-0.000399,0.006670,0.003972,-0.003666,0.004044,-0.007950,-0.609334,0.000417,0.001675,0.001604,0.000000,0.000000,0.000000,0.000000,0.000382,0.000925,-16.694057,16.767054,26.324520,16.767433,0.228308,0.000000,-0.000000,26.224112,1172369426,530177565,13604481,0.000000,0.000000,0.000000,1,0,1
0.002598,-0.000337,-0.001116,0.008866,-0.000742,-0.003950,0.004041,-0.007967,-0.609300,0.000932,0.000423,-0.000730,0.000000,0.000000,0.000000,0.000000,0.000335,0.000800,-16.694098,16.767082,26.403790,16.767433,0.228510,0.000000,-0.000000,26.221470,1172369426,530177565,13604481,0.000000,0.000000,0.000000,1,0,1
0.002687,-0.000032,-0.000717,0.008272,-0.003457,-0.005029,0.004033,-0.007978,-0.609291,-0.000492,-0.002242,0.001502,0.000000,0.000000,0.000000,0.000000,0.000388,0.000953,-16.694088,16.767164,26.221470,16.767433,0.228259,0.000000,-0.000000,26.131630,1172369426,530177565,13604481,0.000000,0.000000,0.000000,1,0,1
