velocity_data_x,velocity_data_y,velocity_data_z,acceleration_data_x,acceleration_data_y,acceleration_data_z,euler_data_r,euler_data_p,euler_data_y,angular_rate_data_vr,angular_rate_data_vp,angular_rate_data_vy,rc_with_flag_data_roll,rc_with_flag_data_pitch,rc_with_flag_data_yaw,rc_with_flag_data_throttle,position_vo_x,position_vo_y,position_vo_z,altitude_fusioned,altitude_barometer,height_homepoint,height_fusion,gps_fused_latitude,gps_fused_longitude,gps_fused_altitude,gps_longitude,gps_latitude,gps_altitude,velocity_x,velocity_y,velocity_z,status_displaymode,status_flight,rtk_connect_status_rtkConnected
0.004454,-0.000388,0.000701,0.007750,-0.002188,0.005718,0.003749,-0.007788,-0.616017,-0.000551,-0.000156,0.001112,0.000000,0.000000,0.000000,0.000000,0.000745,0.000955,-16.696850,16.769850,28.628622,0.000000,0.233080,0.000000,-0.000000,28.805658,0,0,0,0.000000,14105231360.000000,0.000000,1,0,1
0.004900,-0.000152,0.000718,0.012030,0.000077,-0.005879,0.003733,-0.007785,-0.615993,0.001381,-0.001720,-0.002940,0.000000,0.000000,0.000000,0.000000,0.000791,0.000923,-16.696829,16.769833,28.723747,16.769848,0.233099,0.000000,-0.000000,28.731674,1032056736,490950094,12171601,0.000000,0.000000,0.000000,1,0,1
0.004607,-0.000235,0.000628,0.012549,0.000490,0.006557,0.003711,-0.007788,-0.615989,0.001539,-0.000559,-0.001863,0.000000,0.000000,0.000000,0.000000,0.000767,0.000842,-16.696739,16.769751,28.816227,16.769848,0.233078,0.000000,-0.000000,28.610126,1032056736,490950094,12171601,0.000000,0.000000,0.000000,1,0,1
0.004394,-0.000436,0.000924,0.014721,-0.000673,-0.001437,0.003739,-0.007796,-0.615945,-0.001030,-0.002443,0.001061,0.000000,0.000000,0.000000,0.000000,0.000646,0.000921,-16.696701,16.769695,29.091028,16.769848,0.233083,0.000000,-0.000000,28.781878,1032056736,490950094,12171601,0.000000,0.000000,0.000000,1,0,1
0.004718,-0.000283,0.001113,0.011343,0.000352,-0.005463,0.003764,-0.007808,-0.615918,-0.000933,0.001113,0.000177,0.000000,0.000000,0.000000,0.000000,0.000747,0.000900,-16.696739,16.769720,28.898140,16.769848,0.232498,0.000000,-0.000000,28.840008,1032056736,490950094,12171601,0.000000,0.000000,0.000000,1,0,1
0.004270,-0.000426,0.001034,0.007620,-0.002003,-0.005407,0.003754,-0.007808,-0.615889,0.000444,-0.000578,0.000646,0.000000,0.000000,0.000000,0.000000,0.000766,0.000862,-16.696709,16.769724,28.744884,16.769848,0.232928,0.000000,-0.000000,28.958914,1032056736,490950094,12171601,0.000000,0.000000,0.000000,1,0,1
0.004103,-0.000440,0.001030,0.009389,-0.001310,-0.002300,0.003772,-0.007810,-0.615858,0.001177,0.001047,-0.001824,0.000000,0.000000,0.000000,0.000000,0.000726,0.000890,-16.696795,16.769815,28.895496,16.769848,0.233066,0.000000,-0.000000,28.800373,1032056736,490950094,12171601,0.000000,0.000000,0.000000,1,0,1
0.003362,-0.000843,0.000876,0.008696,-0.004192,-0.006639,0.003758,-0.007806,-0.615829,0.000270,-0.000724,0.001545,0.000000,0.000000,0.000000,0.000000,0.000539,0.000882,-16.696817,16.769817,28.810944,16.769848,0.232765,0.000000,-0.000000,28.784519,1032056736,490950094,12171601,0.000000,0.000000,0.000000,1,0,1
0.003224,-0.001180,0.000888,0.010236,-0.003942,-0.004167,0.003756,-0.007843,-0.615833,-0.001393,0.000336,0.001766,0.000000,0.000000,0.000000,0.000000,0.000459,0.000801,-16.696739,16.769764,28.837366,16.769848,0.233002,0.000000,-0.000000,28.900782,1032056736,490950094,12171601,0.000000,0.000000,0.000000,1,0,1
0.003054,-0.000831,0.000966,0.011336,-0.000070,0.007556,0.003720,-0.007851,-0.615784,-0.000624,0.000132,-0.000263,0.000000,0.000000,0.000000,0.000000,0.000409,0.000786,-16.696712,16.769716,28.840008,16.769848,0.233082,0.000000,-0.000000,28.713177,1032056736,490950094,12171601,0.000000,0.000000,0.000000,1,0,1
